car_brand,ad_price,ad_title,ad_source,ad_url,car_color,car_model,reservoir,image
RENAULT,"22,890 €","RENAULT MEGANE 4
IV (2) 1.5 BLUE DCI 115 INTENS 21B
Peinture Gris Highland",RENAULT MEGANE 4 IV (2) 1.5 BLUE DCI 115 INTENS 21B neuve Diesel 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-959668484651713.html,Peinture Gris Highland,MEGANE,45 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/TUVHQU5F/388a49274a365960daca88b0fcc9d053/Mg==/2010cd73d1cf15fdb05a6f201a9b9d3c.png
VOLKSWAGEN,"24,900 €","VOLKSWAGEN PASSAT 8
VIII (2) 1.6 TDI 120 BUSINESS DSG7
Gris Manganèse métallisé",VOLKSWAGEN PASSAT 8 VIII (2) 1.6 TDI 120 BUSINESS DSG7 neuve Diesel 4 portes Mougins (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/volkswagen-passat-8-neuve-577730310212665.html,Gris Manganèse métallisé,PASSAT,59 L,https://image.promoneuve.fr/648x365/577730310212665_STANDARD_0.jpg
RENAULT,"16,890 €","RENAULT TWINGO 3
III (2) ELECTRIQUE INTENS - ACHAT INTEGRAL 21B
Peinture Noir Etoile métallisé",RENAULT TWINGO 3 III (2) ELECTRIQUE INTENS - ACHAT INTEGRAL 21B neuve Electrique 5 portes Saint-Maximin-la-Sainte-Baume (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-839529054081088.html,Peinture Noir Etoile métallisé,TWINGO,NC,https://image.promoneuve.fr/648x365/839529054081088_STANDARD_0.jpg
RENAULT,"21,960 €","RENAULT MEGANE 4
IV (2) 1.3 TCE 140 FAP RS LINE
Peinture Gris Titanium",RENAULT MEGANE 4 IV (2) 1.3 TCE 140 FAP RS LINE neuve Essence 5 portes Sartrouville (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-644636508625889.html,Peinture Gris Titanium,MEGANE,47 L,https://image.promoneuve.fr/648x365/644636508625889_STANDARD_0.jpg
SMART,"21,000 €","SMART FORTWO 3 CABRIO
III (2) CABRIO ELECTRIQUE 60KW EQ PRIME
Peintures non métallisée noir/Tridion noir",SMART FORTWO 3 CABRIO III (2) CABRIO ELECTRIQUE 60KW EQ PRIME neuve Electrique 3 portes Les Ulis (Île-de-France),https://www.promoneuve.fr/annonce/smart-fortwo-3-cabrio-neuve-493531130606173.html,Peintures non métallisée noir/Tridion noir,FORTWO,NC,https://image.promoneuve.fr/648x365/493531130606173_STANDARD_0.jpg
RENAULT,"32,900 €","RENAULT TALISMAN
(2) 2.0 BLUE DCI 200 INITIALE PARIS EDC
Peinture Gris Cassiopée métallisé",RENAULT TALISMAN (2) 2.0 BLUE DCI 200 INITIALE PARIS EDC neuve Diesel 5 portes Dijon (Bourgogne Franche-Comté),https://www.promoneuve.fr/annonce/renault-talisman-neuve-248428819337783.html,Peinture Gris Cassiopée métallisé,"TALISMAN
(2)",51 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/VEFMSVNNQU4=/b3b1ee65b1f33ac50ff454308c714586/Mg==/76ff163dd8b2882f6c4c16c67a57bc54.png
RENAULT,"31,999 €","RENAULT TALISMAN
(2) 2.0 BLUE DCI 200 INITIALE PARIS EDC
Peinture Gris Cassiopée métallisé",RENAULT TALISMAN (2) 2.0 BLUE DCI 200 INITIALE PARIS EDC neuve Diesel 4 portes Chambray-lès-Tours (Centre-Val-de-Loire),https://www.promoneuve.fr/annonce/renault-talisman-neuve-763912075708949.html,Peinture Gris Cassiopée métallisé,"TALISMAN
(2)",51 L,https://image.promoneuve.fr/648x365/763912075708949_STANDARD_0.jpg
HONDA,"27,990 €","HONDA E
154 ADVANCE 17 POUCES
Acier Moderne métallisé",HONDA E 154 ADVANCE 17 POUCES neuve Electrique 5 portes Vénissieux (Auvergne Rhône-Alpes),https://www.promoneuve.fr/annonce/honda-e-neuve-138943110369275.html,Acier Moderne métallisé,"E
154",NC,https://image.promoneuve.fr/648x365/138943110369275_STANDARD_0.jpg
RENAULT,"15,000 €","RENAULT ZOE
(2) R110 LIFE ACHAT INTEGRAL
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 LIFE ACHAT INTEGRAL neuve Electrique 5 portes Arles (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-615811553988774.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/615811553988774_STANDARD_0.jpg
FIAT,"13,590 €","FIAT 500 (2E GENERATION)
II (2) 1.2 8V 69 LOUNGE DUALOGIC
Electroclash Grey métallisé",FIAT 500 (2E GENERATION) II (2) 1.2 8V 69 LOUNGE DUALOGIC neuve Essence 3 portes Neuilly-sur-Marne (Île-de-France),https://www.promoneuve.fr/annonce/fiat-500-2e-generation-neuve-757702837928186.html,Electroclash Grey métallisé,500,35 L,https://photoref.carboatservices.fr/RklBVA==/NTAw/b10ceba1f2f4c44f461c23371051dba2/Mg==/4ead3a92065846751c6653da835136e0.png
RENAULT,"15,990 €","RENAULT ZOE
(2) R110 LIFE
Violet Blueberry métallisé",RENAULT ZOE (2) R110 LIFE neuve Electrique 5 portes Auch (Occitanie),https://www.promoneuve.fr/annonce/renault-zoe-neuve-179688091631220.html,Violet Blueberry métallisé,"ZOE
(2)",NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/Wk9F/42b9abec9fc9ef6eef5369cf20600e1c/Mg==/015c242f2945af6926b328ce19cba73d.png
RENAULT,"21,890 €","RENAULT MEGANE 4
IV (2) 1.3 TCE 140 FAP RS LINE
Peinture Bleu Iron",RENAULT MEGANE 4 IV (2) 1.3 TCE 140 FAP RS LINE neuve Essence 5 portes Chanteloup-en-Brie (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-805654371412896.html,Peinture Bleu Iron,MEGANE,47 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/TUVHQU5F/388a49274a365960daca88b0fcc9d053/Mg==/33ba1a344259690ea7c2abe9a7508027.png
RENAULT,"26,990 €","RENAULT KADJAR
(2) 1.3 TCE 160 FAP SL BLACK EDITION EDC
Peinture Blanc Nacré",RENAULT KADJAR (2) 1.3 TCE 160 FAP SL BLACK EDITION EDC neuve Essence 5 portes Angers (Pays de la Loire),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-532579083601296.html,Peinture Blanc Nacré,"KADJAR
(2)",55 L,https://image.promoneuve.fr/648x365/532579083601296_STANDARD_0.jpg
VOLKSWAGEN,"21,900 €","VOLKSWAGEN GOLF 8
VIII 2.0 TDI SCR 115 LIFE 1ST BV6
Gris Dauphin métallisé",VOLKSWAGEN GOLF 8 VIII 2.0 TDI SCR 115 LIFE 1ST BV6 neuve Diesel 5 portes Tomblaine (Grand-Est),https://www.promoneuve.fr/annonce/volkswagen-golf-8-neuve-185426636089869.html,Gris Dauphin métallisé,GOLF,50 L,https://image.promoneuve.fr/648x365/185426636089869_STANDARD_0.jpg
RENAULT,"18,999 €","RENAULT ZOE
(2) R135 EDITION ONE
Blanc Quartz métallisé spécial",RENAULT ZOE (2) R135 EDITION ONE neuve Electrique 5 portes Nice (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-109668829754696.html,Blanc Quartz métallisé spécial,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/109668829754696_STANDARD_0.jpg
BMW,"38,400 €","BMW SERIE 4 F36 GRAN COUPE
(F36) GRAN COUPE 420I 184 M SPORT BVA8
Carbonschwarz métallisé",BMW SERIE 4 F36 GRAN COUPE (F36) GRAN COUPE 420I 184 M SPORT BVA8 neuve Essence 4 portes Chambourcy (Île-de-France),https://www.promoneuve.fr/annonce/bmw-serie-4-f36-gran-coupe-neuve-750256760325804.html,Carbonschwarz métallisé,SERIE,60 L,https://image.promoneuve.fr/648x365/750256760325804_STANDARD_0.jpg
RENAULT,"16,250 €","RENAULT ZOE
(2) R110 ZEN
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 ZEN neuve Electrique 5 portes Sainte-Foy-lès-Lyon (Auvergne Rhône-Alpes),https://www.promoneuve.fr/annonce/renault-zoe-neuve-347775554228191.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/347775554228191_STANDARD_0.jpg
NISSAN,"28,290 €","NISSAN LEAF 2
II 150 40KWH TEKNA
Blanc Lunaire métallisé/toit et rétros noir",NISSAN LEAF 2 II 150 40KWH TEKNA neuve Electrique 5 portes Montélimar (Auvergne Rhône-Alpes),https://www.promoneuve.fr/annonce/nissan-leaf-2-neuve-297989569611638.html,Blanc Lunaire métallisé/toit et rétros noir,LEAF,NC,https://photoref.carboatservices.fr/TklTU0FO/TEVBRg==/778b6aa8043a6e0e453727c6bd6f4190/MQ==/7e056b57e37396ef125d71674768559d.png
RENAULT,"17,390 €","RENAULT ZOE
(2) R135 INTENS
Bleu Céladon métallisé",RENAULT ZOE (2) R135 INTENS neuve Electrique 5 portes Saint-Maximin-la-Sainte-Baume (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-298947526105073.html,Bleu Céladon métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/298947526105073_STANDARD_0.jpg
ALFA,"37,990 €","ALFA ROMEO GIULIA 2
II 2.2 190 LUSSO AT8
Gris Vesuvio métallisé",ALFA ROMEO GIULIA 2 II 2.2 190 LUSSO AT8 neuve Diesel 4 portes Viry-Châtillon (Île-de-France),https://www.promoneuve.fr/annonce/alfa-romeo-giulia-2-neuve-383325.html,Gris Vesuvio métallisé,ROMEO,52 L,https://photoref.carboatservices.fr/QUxGQSBST01FTw==/R0lVTElB/48529e51b598d962ca48dac6b2d94e20/2e73542f6e8d50fd7a79a33080d08915.png
VOLKSWAGEN,"38,890 €","VOLKSWAGEN ARTEON
2.0 TDI 190 10CV R-LINE EXCLUSIVE DSG7
Noir Intense nacrée",VOLKSWAGEN ARTEON 2.0 TDI 190 10CV R-LINE EXCLUSIVE DSG7 neuve Diesel 5 portes Vélizy-Villacoublay (Île-de-France),https://www.promoneuve.fr/annonce/volkswagen-arteon-neuve-522837868520596.html,Noir Intense nacrée,"ARTEON
2.0",66 L,https://image.promoneuve.fr/648x365/522837868520596_STANDARD_0.jpg
VOLKSWAGEN,"19,490 €","VOLKSWAGEN GOLF SPORTSVAN
(2) 1.6 TDI 115 UNITED
Noir Intense nacré",VOLKSWAGEN GOLF SPORTSVAN (2) 1.6 TDI 115 UNITED neuve Diesel 5 portes Tomblaine (Grand-Est),https://www.promoneuve.fr/annonce/volkswagen-golf-sportsvan-neuve-214975257605872.html,Noir Intense nacré,GOLF,50 L,https://image.promoneuve.fr/648x365/214975257605872_STANDARD_0.jpg
JEEP,"24,490 €","JEEP RENEGADE
(2) 1.6 MULTIJET S&S 120 LIMITED
Black",JEEP RENEGADE (2) 1.6 MULTIJET S&S 120 LIMITED neuve Diesel 5 portes Vénissieux (Auvergne Rhône-Alpes),https://www.promoneuve.fr/annonce/jeep-renegade-neuve-869853931920510.html,Black,"RENEGADE
(2)",55 L,https://photoref.carboatservices.fr/SkVFUA==/UkVORUdBREU=/0023975e3178af02e858bd9043c3c3d8/Mg==/e90dfb84e30edf611e326eeb04d680de.png
RENAULT,"24,990 €","RENAULT SCENIC 4
IV 1.7 BLUE DCI 120 INTENS
Peinture métallisée Gris Platine / Toit Noir",RENAULT SCENIC 4 IV 1.7 BLUE DCI 120 INTENS neuve Diesel 5 portes Sartrouville (Île-de-France),https://www.promoneuve.fr/annonce/renault-scenic-4-neuve-575815671297090.html,Peinture métallisée Gris Platine / Toit Noir,SCENIC,52 L,https://image.promoneuve.fr/648x365/575815671297090_STANDARD_0.jpg
RENAULT,"19,990 €","RENAULT KADJAR
(2) 1.3 TCE 140 FAP ZEN
Peinture Blanc Nacré",RENAULT KADJAR (2) 1.3 TCE 140 FAP ZEN neuve Essence 5 portes Sannois (Île-de-France),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-148671015670266.html,Peinture Blanc Nacré,"KADJAR
(2)",55 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/S0FESkFS/228c51fc981395dc40744c6af574169d/Mg==/a8cdfb829f2f19014654d664348cb385.png
VOLKSWAGEN,"16,990 €","VOLKSWAGEN UP!
(2) E-UP! 5P
Noir Intense nacré",VOLKSWAGEN UP! (2) E-UP! 5P neuve Electrique 5 portes Carpentras (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/volkswagen-up-neuve-127091912619399.html,Noir Intense nacré,"UP!
(2)",NC,https://photoref.carboatservices.fr/Vk9MS1NXQUdFTg==/VVAh/6fdd239b6c4d7d29b134b6a54e2f7950/Mg==/10b0298fb6c27255f7b37bcb1d852873.png
HYUNDAI,"26,750 €","HYUNDAI IONIQ
ELECTRIC CREATIVE
Polar White uni",HYUNDAI IONIQ ELECTRIC CREATIVE neuve Electrique 5 portes Aix-en-Provence (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/hyundai-ioniq-neuve-337509411890981.html,Polar White uni,"IONIQ
ELECTRIC",NC,https://image.promoneuve.fr/648x365/337509411890981_STANDARD_0.jpg
NISSAN,"25,900 €","NISSAN LEAF 2
II 150 40KWH TEKNA
Gris Squale métallisé",NISSAN LEAF 2 II 150 40KWH TEKNA neuve Electrique 5 portes Limoges (Nouvelle-Aquitaine),https://www.promoneuve.fr/annonce/nissan-leaf-2-neuve-994375414764617.html,Gris Squale métallisé,LEAF,NC,https://image.promoneuve.fr/648x365/994375414764617_STANDARD_0.jpg
FIAT,"13,790 €","FIAT 500 (2E GENERATION)
II (2) 1.2 8V 69 LOUNGE DUALOGIC
Epic Blue métallisé",FIAT 500 (2E GENERATION) II (2) 1.2 8V 69 LOUNGE DUALOGIC neuve Essence 3 portes Neuilly-sur-Marne (Île-de-France),https://www.promoneuve.fr/annonce/fiat-500-2e-generation-neuve-329652032668207.html,Epic Blue métallisé,500,35 L,https://image.promoneuve.fr/648x365/329652032668207_STANDARD_0.jpg
RENAULT,"24,960 €","RENAULT KADJAR
(2) 1.3 TCE 140 FAP INTENS EDC
Peinture Bleu Cosmos",RENAULT KADJAR (2) 1.3 TCE 140 FAP INTENS EDC neuve Essence 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-609266684140288.html,Peinture Bleu Cosmos,"KADJAR
(2)",55 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/S0FESkFS/228c51fc981395dc40744c6af574169d/Mg==/6a5fde6c5a6a5b54deab2ba81dd95d65.png
FIAT,"13,590 €","FIAT 500 (2E GENERATION)
II (2) 1.2 8V 69 LOUNGE DUALOGIC
Opéra Bordeaux métallisé",FIAT 500 (2E GENERATION) II (2) 1.2 8V 69 LOUNGE DUALOGIC neuve Essence 3 portes Neuilly-sur-Marne (Île-de-France),https://www.promoneuve.fr/annonce/fiat-500-2e-generation-neuve-528057393992588.html,Opéra Bordeaux métallisé,500,35 L,https://photoref.carboatservices.fr/RklBVA==/NTAw/b10ceba1f2f4c44f461c23371051dba2/298acba16571fddc00f194002e3b1910.png
RENAULT,"21,870 €","RENAULT MEGANE 4 ESTATE
IV (2) ESTATE 1.3 TCE 140 FAP INTENS EDC 21B
Peinture Noir Etoile",RENAULT MEGANE 4 ESTATE IV (2) ESTATE 1.3 TCE 140 FAP INTENS EDC 21B neuve Essence 5 portes Noisy-le-Grand (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-estate-neuve-132817620789900.html,Peinture Noir Etoile,MEGANE,50 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/TUVHQU5F/6157812321e58a9f000e720980c72871/Mg==/6f0e3b0b774ac9c3f05d7469b9fb1f74.png
SMART,"19,276 €","SMART FORFOUR 2
II (2) 60KW ELECTRIQUE PASSION
Peinture métalisée gris graphite grey metallic/Tridion noir",SMART FORFOUR 2 II (2) 60KW ELECTRIQUE PASSION neuve Electrique 5 portes Le Mans (Pays de la Loire),https://www.promoneuve.fr/annonce/smart-forfour-2-neuve-177708178020847.html,Peinture métalisée gris graphite grey metallic/Tridion noir,FORFOUR,NC,https://image.promoneuve.fr/648x365/177708178020847_STANDARD_0.jpg
FIAT,"18,990 €","FIAT 500 X
(2) 1.0 FIREFLY T T3 120 LOUNGE
Blanc Gelato pastel",FIAT 500 X (2) 1.0 FIREFLY T T3 120 LOUNGE neuve Essence 5 portes Nîmes (Occitanie),https://www.promoneuve.fr/annonce/fiat-500-x-neuve-185995745633349.html,Blanc Gelato pastel,500,48 L,https://image.promoneuve.fr/648x365/185995745633349_STANDARD_0.jpg
